"gene","chromosome","padj","log2FoldChange","start","end","label"
"PGSC0003DMG400016983","ST4.03ch11",0.176544463392315,-0.036676492729106,1412719,1417722,"Bacterial spot disease resistance protein 4"
"PGSC0003DMG400028571","ST4.03ch01",0.377455937953125,-0.0310172512834828,76263141,76268935,"Phosphoglycerate mutase"
"PGSC0003DMG400004822","ST4.03ch08",0.985320027233792,-0.000464793915249712,52125719,52130320,"Oxidoreductase"
"PGSC0003DMG400013335","ST4.03ch11",0.3360391193501,0.0714568773991163,785527,790528,"Alternative oxidase"
"PGSC0003DMG400009439","ST4.03ch02",0.614094786276011,0.00876962440158748,26941268,26941924,"UDP-glucoronosyl/UDP-glucosyl transferase family protein"
"PGSC0003DMG400009861","ST4.03ch04",0.806393095082648,0.0156459228554873,70783818,70787470,"Plastidic hexokinase"
"PGSC0003DMG400003939","ST4.03ch08",0.640661236038593,0.00600607415613045,53533993,53536440,"Serine protease"
"PGSC0003DMG400012162","ST4.03ch08",0.874730903444991,0.0101704859092207,55653600,55658837,"Conserved gene of unknown function"
"PGSC0003DMG400007132","ST4.03ch06",0.723819896363177,0.011326291266275,55322402,55325582,"Ubiquitin-protein ligase"
"PGSC0003DMG400003731","ST4.03ch04",0.862842840973009,0.00549655621432892,69782788,69785326,"Conserved gene of unknown function"
"PGSC0003DMG400027329","ST4.03ch11",0.83302923506811,-0.00265398567886088,4326736,4332525,"DNA binding protein"
"PGSC0003DMG400016402","ST4.03ch01",0.773437750041072,0.0171041971924685,3760721,3763399,"Obtusifoliol 14alpha-demethylase"
"PGSC0003DMG400030098","ST4.03ch05",0.584029905346268,0.0323658331571335,46876433,46881888,"Conserved gene of unknown function"
"PGSC0003DMG400027121","ST4.03ch05",0.286930173165329,0.090150194787283,47776267,47781982,"ATP binding protein"
"PGSC0003DMG400021399","ST4.03ch02",0.876870847305794,0.0119632086262319,42359290,42365233,"Lysosomal Pro-X carboxypeptidase"
"PGSC0003DMG401000463","ST4.03ch11",0.988701215981642,0.000651601206771511,39513618,39523616,"Magnesium transporter MRS2-11, chloroplastic"
"PGSC0003DMG400007259","ST4.03ch04",0.968650496435286,-0.00101731438874786,50280467,50281083,"Conserved gene of unknown function"
"PGSC0003DMG400029266","ST4.03ch12",0.863612214011189,-0.0100583869867654,58283139,58285470,"60S ribosomal protein L9"
"PGSC0003DMG400033615","ST4.03ch08",0.41256005608972,-0.052852290937457,42245677,42251551,"Nucleolar essential protein"
"PGSC0003DMG400005672","ST4.03ch03",0.940833787370409,-0.00409582515232835,58331026,58334188,"Nuclear localized protein 1"
"PGSC0003DMG400034588","ST4.03ch11",0.688210898701674,-0.00635129578517464,13951320,13956190,"Gene of unknown function"
"PGSC0003DMG402000796","ST4.03ch04",0.347364872763782,-0.0484241878134846,59116282,59120095,"Protein kinase"
"PGSC0003DMG400040222","ST4.03ch11",0.656590782150268,-0.00695331129107215,43909444,43910433,"Dehydration-responsive element-binding protein 1B"
"PGSC0003DMG400028801","ST4.03ch06",0.171407932053177,0.266308294158478,50601780,50605313,"ATP binding protein"
"PGSC0003DMG400002663","ST4.03ch09",0.975629827663594,-0.0020432730210983,3321461,3322085,"APO protein 3, mitochondrial"
"PGSC0003DMG400003990","ST4.03ch11",0.681533838599039,0.015768482806779,7594833,7597931,"Transporter"
"PGSC0003DMG401031037","ST4.03ch03",0.718155022614876,-0.0223503131315643,48761799,48765775,"ATP binding protein"
"PGSC0003DMG402030272","ST4.03ch00",0.919460332508124,-0.00250350721401714,35900398,35900940,"Nuclear pore complex protein nup93"
"PGSC0003DMG400014741","ST4.03ch01",0.900220282545318,0.00225409451706129,6940072,6940546,"Gene of unknown function"
"PGSC0003DMG400010965","ST4.03ch06",0.876870847305794,-0.00389944656199726,46762379,46763935,"Tir-nbs-lrr resistance protein"
"PGSC0003DMG402018787","ST4.03ch11",0.825055582117511,0.0115098717757064,17006051,17006864,"TAGL12 transcription factor"
"PGSC0003DMG400006967","ST4.03ch02",0.825399133245753,-0.00437053650704747,26624555,26629191,"Conserved gene of unknown function"
"PGSC0003DMG401027016","ST4.03ch06",0.285256146901486,0.0488468880140703,53773371,53777515,"Far-red impaired responsive family protein"
"PGSC0003DMG402022737","ST4.03ch08",0.265360720628209,-0.093216124424786,53835360,53837441,"UDP-L-rhamnose synthase"
"PGSC0003DMG400031057","ST4.03ch03",0.993502011049228,0.000742380906504311,48851581,48856943,"Serine palmitoyltransferase"
"PGSC0003DMG400016599","ST4.03ch09",0.829909083347778,-0.00788370214136348,60664498,60666578,"Tospovirus resistance protein C"
"PGSC0003DMG400000422","ST4.03ch11",0.428974762843917,-0.0190855003142841,39337738,39344566,"Retinoid-inducible serine carboxypeptidase"
"PGSC0003DMG400020740","ST4.03ch06",0.714341992119387,0.00767020263699527,1041352,1043571,"NBS-LRR resistance protein"
"PGSC0003DMG400015267","ST4.03ch03",0.72573262813138,-0.0068486493452208,50477078,50477923,"Kunitz-type protease inhibitor"
"PGSC0003DMG402000630","ST4.03ch03",0.858538332269112,-0.0112122406580348,56437399,56442899,"Racemase and epimerase, acting on amino acids and derivatives"
"PGSC0003DMG400006316","ST4.03ch01",0.583381275828841,0.00899041827621591,66597399,66601144,"NBS-LRR type disease resistance protein"
"PGSC0003DMG400005668","ST4.03ch03",0.794920049194132,0.0121641811384908,58456137,58462029,"Conserved gene of unknown function"
"PGSC0003DMG400020979","ST4.03ch01",0.669394142329024,0.0126015809456906,67337785,67340344,"B3 domain-containing protein Os06g0112300"
"PGSC0003DMG400020122","ST4.03ch06",0.635978846668685,-0.019271130157514,59158020,59159136,"Circadian clock coupling factor ZGT"
"PGSC0003DMG400005436","ST4.03ch08",0.902330630488865,-0.00454629143910239,26949624,26955988,"Sterol desaturase"
"PGSC0003DMG401010824","ST4.03ch10",0.905949262223424,0.00962120185677903,4838736,4848330,"Calmodulin-binding protein"
"PGSC0003DMG400031269","ST4.03ch05",0.846344559687134,0.0124071212318334,4996710,5005282,"RNA-dependent RNA-polymerase"
"PGSC0003DMG400026537","ST4.03ch11",0.986223224354604,-0.00119228536739433,39793887,39802875,"Nucleobase ascorbate transporter"
"PGSC0003DMG400014209","ST4.03ch03",0.862878358216568,0.010952576655504,57374869,57378041,"Pentatricopeptide repeat-containing protein"
"PGSC0003DMG400016441","ST4.03ch02",0.496568105146681,0.0262718834908225,36596829,36599333,"WRKY protein"
"PGSC0003DMG400015246","ST4.03ch03",0.91718406797927,0.00729864433554047,50875724,50885587,"Protein tyrosine phosphatase"
"PGSC0003DMG400003729","ST4.03ch04",0.79204238381682,0.00424829313612758,69756482,69757552,"F-box family protein"
"PGSC0003DMG400004980","ST4.03ch12",0.767688503296499,0.0205146734578489,53952146,53954243,"Major intrinsic protein 1"
"PGSC0003DMG400024969","ST4.03ch02",0.538244284093307,0.040053404084868,43079261,43082002,"Conserved gene of unknown function"
"PGSC0003DMG400014236","ST4.03ch03",0.530110846427846,-0.0158781403773508,57783155,57787397,"Succinate/fumarate mitochondrial transporter"
"PGSC0003DMG400003196","ST4.03ch07",0.915361050504376,0.00826238400645671,402301,406809,"Two-component system sensor histidine kinase/response regulator"
"PGSC0003DMG401005966","ST4.03ch04",0.815567956639327,-0.00774210565645995,1958329,1962697,"Fertility restorer"
"PGSC0003DMG400009144","ST4.03ch03",0.916660053162417,0.00134448178751193,61696475,61704072,"Phosphoinositide 5-phosphatase"
"PGSC0003DMG400013433","ST4.03ch03",0.987999863661865,-0.00066448862399625,294714,295402,"Conserved gene of unknown function"
"PGSC0003DMG400033685","ST4.03ch03",0.753678237326473,-0.0179262213957641,48598932,48602581,"Calmodulin"
"PGSC0003DMG400030547","ST4.03ch05",0.791161200271396,-0.0137047316646449,4055474,4059978,"E3 ubiquitin ligase PUB14"
"PGSC0003DMG400007241","ST4.03ch02",0.937618499257771,0.00200186216849088,30954566,30957589,"Zinc finger protein"
"PGSC0003DMG402030531","ST4.03ch05",0.717479207264947,0.0160017991579313,3408360,3411666,"Wall-associated kinase"
"PGSC0003DMG402028796","ST4.03ch06",0.584029905346268,-0.0182922473301651,50702126,50708855,"Big map kinase/bmk"
"PGSC0003DMG400028172","ST4.03ch10",0.795856919594838,-0.0109895728806809,55616676,55619741,"Transcription factor"
"PGSC0003DMG400031199","ST4.03ch04",0.743485238128904,-0.0102244891565646,54585022,54586326,"Cytochrome P450"
"PGSC0003DMG400014496","ST4.03ch08",0.99982668710074,9.99193640085877e-07,43082891,43091958,"Aldehyde dehydrogenase (NAD+)"
"PGSC0003DMG401030235","ST4.03ch11",0.316781506003755,-0.0344205512681903,44220216,44225323,"Gene of unknown function"
"PGSC0003DMG400016924","ST4.03ch03",0.942586463189933,0.0026107375507917,16899376,16901331,"Gene of unknown function"
"PGSC0003DMG400028567","ST4.03ch01",0.680201871766961,0.0185059744135609,76218578,76223396,"Sugar transporter"
"PGSC0003DMG400022118","ST4.03ch07",0.757204146080649,0.0167531828498693,56628092,56630449,"Phosphoglycerate kinase"
"PGSC0003DMG400001684","ST4.03ch01",0.987839626492653,0.000911622148821528,68370477,68371941,"Conserved gene of unknown function"
"PGSC0003DMG400045024","ST4.03ch11",0.763045824240684,0.00665117445433561,34909965,34910411,"Gene of unknown function"
"PGSC0003DMG400021437","ST4.03ch02",0.97879744145646,0.000776539624354658,42636276,42638238,"Gene of unknown function"
"PGSC0003DMG400015281","ST4.03ch03",0.815199544282878,-0.0135614527241766,50277358,50284514,"Conserved gene of unknown function"
"PGSC0003DMG400002172","ST4.03ch09",0.608065685764313,-0.0143415028099728,1002480,1004024,"Glutathione S-transferase T2"
"PGSC0003DMG400016690","ST4.03ch03",0.228954763380882,-0.0968404540380479,5538838,5544956,"Ubiquitin-protein ligase"
"PGSC0003DMG400032551","ST4.03ch04",0.662120106365268,0.0182665878954271,5189114,5193713,"FGFR1 oncogene partner"
"PGSC0003DMG401024815","ST4.03ch04",0.898474000294132,-0.00218362126486455,58168569,58169995,"Thylakoid lumenal 29.8 kDa protein, chloroplast"
"PGSC0003DMG400008051","ST4.03ch11",0.73184409777011,-0.0209308581348151,41699852,41702425,"Conserved gene of unknown function"
"PGSC0003DMG401019982","ST4.03ch03",0.952112862174382,-0.00212155058417848,43234293,43235117,"Pectin acetylesterase"
"PGSC0003DMG400017374","ST4.03ch07",0.807532075273728,0.0133795486925287,43605620,43613352,"Pentatricopeptide repeat-containing protein"
"PGSC0003DMG401008032","ST4.03ch04",0.103938966420662,-0.421366120602011,68746080,68746708,"Gene of unknown function"
"PGSC0003DMG402000007","ST4.03ch01",0.56936176166379,0.0273462603580364,71369799,71373015,"JD1"
"PGSC0003DMG400008200","ST4.03ch08",0.996505047604419,-0.000134169406048564,35291159,35297614,"Grave disease carrier protein"
"PGSC0003DMG400033582","ST4.03ch01",0.446452788219057,0.0260251917889026,82643952,82646482,"Gene of unknown function"
"PGSC0003DMG400021401","ST4.03ch02",0.948907825521418,-0.00100716380005068,42394491,42396025,"Transcription factor"
"PGSC0003DMG400011816","ST4.03ch06",0.726216466625834,0.00569444143323786,40606589,40607358,"Photosystem I reaction centre PSI-D subunit"
"PGSC0003DMG400013216","ST4.03ch10",0.961578307072474,0.00219899401748997,46984786,46987197,"Gene of unknown function"
"PGSC0003DMG401021149","ST4.03ch02",0.778792174383986,0.0186009570291575,28454014,28455780,"Conserved gene of unknown function"
"PGSC0003DMG400002340","ST4.03ch00",0.933578031031193,-0.00396935301537366,23057957,23059395,"Elicitor-inducible cytochrome P450"
"PGSC0003DMG400020156","ST4.03ch06",0.888759800281306,-0.00173743311409429,58482105,58488006,"Pectase lyase"
"PGSC0003DMG401005624","ST4.03ch03",0.525671997063087,0.0107408369662091,59257118,59258318,"Gene of unknown function"
"PGSC0003DMG400007782","ST4.03ch00",0.410656322342088,0.041157129424763,38537202,38540209,"Alpha-1,4 glucan phosphorylase L-1 isozyme, chloroplastic/amyloplastic"
"PGSC0003DMG400016476","ST4.03ch02",0.688533744683724,0.0273837068323398,36449382,36453891,"Conserved gene of unknown function"
"PGSC0003DMG400031800","ST4.03ch09",0.898193230774393,0.00241748449960887,53035045,53040001,"Cellulose synthase A catalytic subunit 3 [UDP-forming]"
"PGSC0003DMG400001748","ST4.03ch09",0.885462037821269,0.0109742514502353,6216919,6218406,"50S ribosomal protein L5"
"PGSC0003DMG400003400","ST4.03ch06",0.931283205069621,0.00155690271665973,2311506,2312162,"PPR1 protein"
"PGSC0003DMG400001935","ST4.03ch00",0.33295868996981,0.0706457185519399,12530651,12534611,"Inositol or phosphatidylinositol kinase"
"PGSC0003DMG400022739","ST4.03ch08",0.717081663621055,-0.0233521013142672,53928988,53932319,"NADH-ubiquinone oxidoreductase 19 kDa subunit"
"PGSC0003DMG400000121","ST4.03ch01",0.544286618860982,-0.0089302322563817,73717716,73720242,"Conserved gene of unknown function"
"PGSC0003DMG400021828","ST4.03ch05",0.761316389944706,0.0114348003434193,47161080,47163659,"Carbohydrate transporter"
"PGSC0003DMG400002300","ST4.03ch07",0.916877822287642,0.00866145151075516,10498306,10507299,"RNA lariat debranching enzyme"
"PGSC0003DMG400028220","ST4.03ch10",0.738303762918338,-0.00892025040392037,56434428,56439307,"Cytochrome P450 monooxygenase CYP82E3"
"PGSC0003DMG400030450","ST4.03ch06",0.727768567601252,-0.00978909242875828,57379912,57384899,"Protein kinase"
"PGSC0003DMG400012844","ST4.03ch12",0.942268594830206,0.00247734376942992,9584515,9587850,"Pirin"
"PGSC0003DMG400029701","ST4.03ch02",0.610685232401632,-0.032252460627168,33797367,33799126,"DNA-binding WRKY; VQ"
"PGSC0003DMG400009963","ST4.03ch04",0.825130944345816,0.0118675602513031,71356521,71361129,"Rop guanine nucleotide exchange factor"
"PGSC0003DMG400008840","ST4.03ch09",0.731409110363019,-0.00959016453165089,1844380,1847383,"Protein phosphatase 2C 23"
"PGSC0003DMG400006189","ST4.03ch01",0.848100779315448,-0.0146851935354439,87542094,87549232,"Rac-like GTP-binding protein"
"PGSC0003DMG402026923","ST4.03ch06",0.470196700656733,-0.00945576698384772,53643730,53644277,"Oxidoreductase, 2OG-Fe oxygenase family protein"
"PGSC0003DMG400025664","ST4.03ch04",0.528744003359763,0.0419763008375606,72143350,72149418,"Uncharacterized aarF domain-containing protein kinase, chloroplastic"
"PGSC0003DMG400011732","ST4.03ch05",0.870431967607923,-0.00448282040635859,10702712,10704881,"Gene of unknown function"
"PGSC0003DMG402030647","ST4.03ch02",0.949991299982259,-0.00422395525217403,41830064,41832412,"Protease Do-like 7"
"PGSC0003DMG402016322","ST4.03ch06",0.997325785605651,-0.00220208701463838,39855344,39862121,"MATH domain-containing protein"
"PGSC0003DMG400012596","ST4.03ch01",0.825055582117511,0.00442389478743797,82138141,82138909,"Gene of unknown function"
"PGSC0003DMG400010499","ST4.03ch01",0.583096193772747,-0.0137073429841632,4502206,4503003,"Stress-induced receptor-like kinase"
"PGSC0003DMG400011211","ST4.03ch07",0.874672202760003,0.0101908976039889,1348149,1351853,"50S ribosomal protein L35, chloroplastic"
"PGSC0003DMG400012149","ST4.03ch08",0.997528809902491,-0.000107947544781906,55947412,55948584,"Ubiquitin-protein ligase"
"PGSC0003DMG400014715","ST4.03ch06",0.951808656226884,-0.00503652867359033,1799546,1806793,"Calmodulin binding protein"
"PGSC0003DMG400011158","ST4.03ch07",0.1498849029201,-0.208398031699841,1419248,1420493,"Fucose synthetase"
"PGSC0003DMG400020384","ST4.03ch12",0.574216362585103,-0.0332788546386907,11951501,11952181,"Conserved gene of unknown function"
"PGSC0003DMG400034306","ST4.03ch05",0.942848474949714,0.00220525501785555,14237287,14238685,"Leafy cotyledon 1"
"PGSC0003DMG400032481","ST4.03ch00",0.699961492056635,0.00919592972516653,41998879,41999949,"Anthocyanin permease"
"PGSC0003DMG400002601","ST4.03ch03",0.999543352601561,-0.000189357421879965,60667243,60671717,"IAA-amino acid hydrolase"
"PGSC0003DMG400015617","ST4.03ch05",0.424722189496522,-0.0149375489089482,6977434,6978218,"Gene of unknown function"
"PGSC0003DMG400028223","ST4.03ch10",0.679777099829714,-0.0280632335825226,56337773,56367581,"Ubiquitin carboxyl-terminal hydrolase"
"PGSC0003DMG400044228","ST4.03ch07",0.720238752115618,-0.0176356760126724,4606127,4607624,"Midasin"
"PGSC0003DMG401012862","ST4.03ch12",0.660773304380136,-0.0114475693003643,9382967,9385114,"Elicitor inducible beta-1,3-glucanase NtEIG-E76"
"PGSC0003DMG400013142","ST4.03ch10",0.921427097734408,-0.0126938953727354,3829292,3833892,"Hydroxyproline-rich glycoprotein family protein"
"PGSC0003DMG400022754","ST4.03ch08",0.442296705228604,0.0430473611308587,53925116,53928232,"Pentatricopeptide repeat-containing protein"
"PGSC0003DMG400019744","ST4.03ch04",0.498601882620443,-0.0445375255764043,9310757,9318884,"C2 and GRAM domain-containing protein"
"PGSC0003DMG400021019","ST4.03ch07",0.941660770862213,0.00416480791465649,8740708,8743263,"Arginine decarboxylase"
"PGSC0003DMG401015931","ST4.03ch07",0.81962405074986,0.016640632482327,9879370,9884214,"Red protein"
"PGSC0003DMG400036851","ST4.03ch00",0.970541087570934,-0.000633415484191032,33571093,33571595,"Actin-depolymerizing factor 2"
"PGSC0003DMG400017931","ST4.03ch06",0.702278477601671,0.0133640381676624,456912,459074,"Conserved gene of unknown function"
"PGSC0003DMG400002203","ST4.03ch08",0.908600678299353,0.00413695390991689,36539893,36543930,"Conserved gene of unknown function"
"PGSC0003DMG400015489","ST4.03ch02",0.728495088387271,-0.0204532148957979,20837603,20846206,"Transcription factor APFI"
"PGSC0003DMG400009659","ST4.03ch12",0.148362893098724,-0.300379222460324,10979086,10980887,"YUP8H12R.2 protein"
"PGSC0003DMG400024855","ST4.03ch04",0.32254379004965,0.0681821620786786,57934556,57935751,"Protein phosphatase 2c"
"PGSC0003DMG402007888","ST4.03ch12",0.959093245105804,0.00115859618520725,1954111,1959370,"Gene of unknown function"
"PGSC0003DMG400011209","ST4.03ch07",0.649118271248118,-0.00726461111912443,1285656,1289056,"Serine/threonine-protein kinase bri1"
"PGSC0003DMG400010741","ST4.03ch05",0.994008685530738,0.00056192678340902,11304205,11310209,"Uro-adherence factor A"
"PGSC0003DMG400020628","ST4.03ch04",0.967742776778126,0.00110715180064051,51670607,51673950,"Bristled"
"PGSC0003DMG400015496","ST4.03ch02",0.54296839237558,0.038874198049308,20774501,20776806,"Conserved gene of unknown function"
"PGSC0003DMG400012309","ST4.03ch08",0.777419063791419,0.0177989793530345,55557937,55564956,"Beta 1,3-glycosyltransferase I"
"PGSC0003DMG400035710","ST4.03ch05",0.118974475720502,0.42900314986272,48003198,48004516,"Gibberellin 3beta-hydroxylase3"
"PGSC0003DMG400022716","ST4.03ch01",0.42063829407485,0.0464302617605447,5076245,5079598,"Phospholipase A22"
"PGSC0003DMG400003781","ST4.03ch04",0.896901601462697,0.00515780011119915,69740478,69741745,"SFBBbeta protein"
"PGSC0003DMG400025865","ST4.03ch01",0.464046715479318,0.0454013339306529,84050221,84053504,"Tic21"
"PGSC0003DMG400033066","ST4.03ch06",0.92782719816269,-0.00757513172172632,51988342,51996053,"EARLY FLOWERING 5"
"PGSC0003DMG402022197","ST4.03ch07",0.275546586594146,-0.0468334931370465,55206992,55214425,"Fimbrin"
"PGSC0003DMG400037554","ST4.03ch08",0.717081663621055,0.00960506404123545,34960797,34961249,"Sulfated surface glycoprotein 185"
"PGSC0003DMG400029736","ST4.03ch02",0.950505858559501,0.00139086403373003,33864635,33865073,"Gene of unknown function"
"PGSC0003DMG400013352","ST4.03ch11",0.584029905346268,0.00953972016316156,451724,453752,"Dopamine beta-monooxygenase"
"PGSC0003DMG400000427","ST4.03ch11",0.734997296313449,0.0186511667229519,39455487,39461658,"ATP10 protein"
"PGSC0003DMG401014450","ST4.03ch12",0.754208590357858,0.00624775560788579,48805694,48813788,"ADP-ribosylation factor GTPase-activating protein AGD3"
"PGSC0003DMG400016187","ST4.03ch11",0.483609637393055,0.030227800235354,2060384,2062711,"HVA22 e"
"PGSC0003DMG400019277","ST4.03ch07",0.636186991602811,0.0127536329968257,53821005,53823116,"Conserved gene of unknown function"
"PGSC0003DMG400022662","ST4.03ch01",0.979176808518036,0.00226503461897518,58263260,58268939,"Conserved gene of unknown function"
"PGSC0003DMG400009650","ST4.03ch08",0.903461855520662,0.0101716081028844,10207697,10214222,"Proteasome subunit alpha type-5"
"PGSC0003DMG400023322","ST4.03ch05",0.861979725987317,-0.00448884779925847,51897601,51899687,"White-brown-complex ABC transporter family"
"PGSC0003DMG400028389","ST4.03ch05",0.482606719199357,-0.0301446740785979,163262,165199,"Conserved gene of unknown function"
"PGSC0003DMG400024671","ST4.03ch03",0.499836485568588,-0.00847293310950638,53883494,53884399,"Gene of unknown function"
"PGSC0003DMG400030943","ST4.03ch04",0.576094704877062,-0.00688327471280474,35284277,35285053,"NADH-ubiquinone oxidoreductase 49 kDa subunit"
"PGSC0003DMG400001117","ST4.03ch01",0.942260285668536,-0.00472230763240191,63469097,63474666,"Protoporphyrinogen oxidase"
"PGSC0003DMG400007915","ST4.03ch12",0.760091807158942,-0.00370052315902114,2510602,2511936,"Conserved gene of unknown function"
"PGSC0003DMG400023966","ST4.03ch11",0.957507656618756,0.00442417497744018,5532646,5536967,"Multiple myeloma tumor-associated protein"
"PGSC0003DMG400030868","ST4.03ch08",0.979176808518036,-0.0129889660982329,48029560,48031768,"60S ribosomal protein L13"
"PGSC0003DMG400008453","ST4.03ch05",0.661230323267064,0.0198577486707608,49863792,49864724,"Conserved gene of unknown function"
"PGSC0003DMG400027088","ST4.03ch06",0.575632595592283,0.0243089628725181,52364046,52369763,"Boron transporter"
"PGSC0003DMG400002354","ST4.03ch06",0.745941923730309,0.005083430820854,38066821,38068432,"Potassium transporter 17"
"PGSC0003DMG400020269","ST4.03ch02",0.601669912247938,-0.0391484863639932,47730406,47737016,"Glucose-6-phosphate 1-dehydrogenase, cytoplasmic isoform"
"PGSC0003DMG400001589","ST4.03ch01",0.446219084060433,-0.014338335397477,87286988,87291068,"Amino acid transporter"
"PGSC0003DMG400029281","ST4.03ch12",0.851251080047206,-0.0124920743332654,58060584,58063728,"EXO70-G1 protein"
"PGSC0003DMG400004211","ST4.03ch01",0.94460116982672,-0.00295351535975626,53785743,53794560,"Photosystem Q(B) protein"
"PGSC0003DMG400028464","ST4.03ch02",0.693238463801122,-0.0238083048682593,31477393,31483759,"Ubiquitin domain-containing protein"
"PGSC0003DMG400029520","ST4.03ch04",0.372867002224364,-0.058502097067502,2527219,2531653,"Serine/threonine-protein kinase PBS1"
"PGSC0003DMG400011573","ST4.03ch09",0.738303762918338,0.0060438230297402,57583170,57589229,"Gene of unknown function"
"PGSC0003DMG401030531","ST4.03ch05",0.294882988458598,0.0800214185490199,3413090,3418617,"Wall-associated kinase"
"PGSC0003DMG403029558","ST4.03ch08",0.816892231132434,0.0140567210407938,44997923,44998547,"Galactokinase"
"PGSC0003DMG400008135","ST4.03ch10",0.508392755724995,-0.0489865964142182,58422197,58426022,"Transcription initiation factor IIB-2"
"PGSC0003DMG400026354","ST4.03ch11",0.681533838599039,-0.00853837567898342,40455628,40457217,"Conserved gene of unknown function"
"PGSC0003DMG401011656","ST4.03ch05",0.738303762918338,0.00756605922639131,47472553,47473122,"Conserved gene of unknown function"
"PGSC0003DMG400003896","ST4.03ch09",0.788913466875342,-0.0178632855907371,4881150,4889479,"Peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein"
"PGSC0003DMG400014891","ST4.03ch02",0.704300122509275,-0.00744566465826129,40620757,40622782,"Conserved gene of unknown function"
"PGSC0003DMG400001410","ST4.03ch02",0.991988333361642,-0.000836077556232746,46464221,46465228,"Thioredoxin H"
"PGSC0003DMG400027328","ST4.03ch11",0.514981550491327,-0.0364162581103393,4333156,4341073,"Transferase, transferring glycosyl groups"
"PGSC0003DMG400026175","ST4.03ch07",0.937693962332111,0.00538584254587901,47236002,47243121,"TraB family protein"
"PGSC0003DMG403010073","ST4.03ch02",0.744015036634544,-0.0175838054261049,44526548,44529043,"Pentatricopeptide repeat-containing protein"
"PGSC0003DMG400030663","ST4.03ch02",0.0711960911497915,0.451108042419239,42052482,42055032,"Hydroxyproline-rich glycoprotein"
"PGSC0003DMG400006447","ST4.03ch09",0.996698433512113,0.00010491150372001,54430264,54432804,"Heat shock factor protein HSF30"
"PGSC0003DMG400024410","ST4.03ch12",0.611766589490616,0.0200083699101441,45025373,45029118,"Phosphatidylinositol N-acetylglucosaminyltransferase subunit C"
"PGSC0003DMG400027571","ST4.03ch04",0.977265472945345,-0.00063817268043708,62244755,62245578,"Conserved gene of unknown function"
"PGSC0003DMG400008831","ST4.03ch09",0.334533856980922,-0.0720621272745254,1694067,1702475,"KOM"
"PGSC0003DMG400030979","ST4.03ch05",0.546471848633396,-0.00741086421592224,8259999,8268810,"Polygalacturonase non-catalytic subunit AroGP3"
"PGSC0003DMG400030038","ST4.03ch06",0.85004712326205,0.00834370020865602,29855363,29861965,"Multiple inositol polyphosphate phosphatase 1"
"PGSC0003DMG400004098","ST4.03ch07",0.421637215495117,-0.0549700163742413,10995789,10998933,"Nucleolar protein,Nop52 containing protein"
"PGSC0003DMG400009295","ST4.03ch08",0.596280318959848,-0.0324359244657217,48764305,48772840,"DEAD-box RNA helicase"
"PGSC0003DMG400029128","ST4.03ch00",0.638438261287944,0.0150025022022655,24989598,24991376,"Kinase"
"PGSC0003DMG400011173","ST4.03ch07",0.916118201837608,-0.00268841867212682,611694,614840,"Conserved gene of unknown function"
"PGSC0003DMG400015237","ST4.03ch03",0.756620484101086,0.00532976145332976,51103949,51105853,"Purine permease"
"PGSC0003DMG401009929","ST4.03ch04",0.704561287596073,-0.0124276790568798,72040559,72044649,"Light-harvesting complex II protein Lhcb7"
"PGSC0003DMG400019487","ST4.03ch11",0.658052234316032,0.0280487630540529,5192434,5199212,"R3h domain containing protein"
"PGSC0003DMG400007099","ST4.03ch07",0.160340906445539,0.143213758465055,52537202,52540143,"Multiprotein bridging factor 1c"
"PGSC0003DMG402020055","ST4.03ch06",0.951808656226884,0.00404023631034234,59011300,59012273,"40S ribosomal protein S24"
"PGSC0003DMG400028151","ST4.03ch10",0.444006513421922,-0.0493677363706219,56090820,56091798,"VAMP protein SEC22"
"PGSC0003DMG400016014","ST4.03ch04",0.786778080667293,0.00632770744431423,5271562,5277756,"Mevalonate diphosphate decarboxylase"
"PGSC0003DMG400016382","ST4.03ch01",0.455742750072669,0.0440845964216742,3437177,3441780,"Ubiquitin-conjugating enzyme family protein"
"PGSC0003DMG400015070","ST4.03ch11",0.615171530623118,-0.0247747405817032,14995774,14998187,"Mitochondrial transcription termination factor"
"PGSC0003DMG400030283","ST4.03ch01",0.820057768556431,-0.0138458859354481,6431921,6434176,"Serine/threonine-protein phosphatase"
"PGSC0003DMG400005192","ST4.03ch01",0.641941138214549,-0.0213550733290892,63341622,63342184,"40S ribosomal protein S11"
"PGSC0003DMG400018375","ST4.03ch07",0.969071865736285,0.00195244914530317,48366312,48367057,"Wound induced protein"
"PGSC0003DMG400021206","ST4.03ch02",0.882927501263782,0.0110563816511517,28554223,28557560,"Conserved gene of unknown function"
"PGSC0003DMG400009939","ST4.03ch04",0.937947934152781,0.00588018303740136,70853023,70859740,"Protein BRE"
"PGSC0003DMG401016981","ST4.03ch11",0.862878358216568,-0.00506151888261789,1390274,1390807,"TMV resistance protein N"
"PGSC0003DMG400002497","ST4.03ch03",0.977265472945345,-0.00236608491240245,60997338,61003121,"ATP binding protein"
"PGSC0003DMG400019915","ST4.03ch09",0.985174157498716,0.00072394858781518,15451999,15453009,"Tm-2"
"PGSC0003DMG400008438","ST4.03ch05",0.254283573851067,-0.0655215813683631,49903753,49905385,"Metal ion binding protein"
